"iso","scope","quintile","gender","population","population_perc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","access_water_other_min","access_water_other_max","access_water_daily","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","access_water_piped_house_daily","access_water_piped_plot_daily","hygiene_defecation","access_latrines_unimproved_min","access_latrines_unimproved_exclusive_min","access_water_ub","access_water_lb","year"
"PAN","country","total","all",4246439,1,NA,NA,NA,NA,NA,0.928104261850433,0.00762632240430491,0.00762632240430491,0.838128880758798,0.932252981238375,NA,0.751170095751746,0,0.220431222774029,0,0.729608957050295,0,0.20264402418808,NA,0.824022886125149,0.0283986814742248,NA,0,0.935730584254738,0.935730584254738,2018
"PAN","urban","total","all",NA,0.680590019072451,NA,NA,NA,NA,NA,0.968372971043198,0.00189507866410403,0.00189507866410403,0.864171201282347,0.957533121084523,NA,0.865398064329974,0,0.129398416447816,0,0.838494060456677,0,0.119039060627846,NA,0.851580974216585,0.00520351922221081,NA,0,0.970268049707302,0.970268049707302,2018
"PAN","rural","total","all",NA,0.319409980927549,NA,NA,NA,NA,NA,0.828126422895026,0.0218556675995799,0.0218556675995799,0.763362422083704,0.869488273827231,NA,0.467568617689735,0,0.446444507852863,0,0.459272570530061,0,0.41021570329717,NA,0.744904719501336,0.0859868744574027,NA,0,0.849982090494606,0.849982090494606,2018
"PAN","country","1","all",NA,0.2,83.7108109356574,2000,342.771322105153,6000,NA,0.810135763113779,0.0198737046913409,0.0198737046913409,0.765214583034305,0.829588193907598,NA,0.43674376992365,0,0.460187445169248,0,0.415962371989195,0,0.413625821918403,NA,0.736610346736656,0.103068784907103,NA,0,0.83000946780512,0.83000946780512,2018
"PAN","country","2","all",NA,0.2,196.91039720286,257.333333333333,756.315188773572,4482,NA,0.931087931328073,0.0112473857250765,0.0112473857250765,0.807166532376209,0.937606699529758,NA,0.708401919390825,0,0.271605153887465,0,0.683335443673564,0,0.254271255856194,NA,0.790232200410196,0.0199929267217102,NA,0,0.94233531705315,0.94233531705315,2018
"PAN","country","3","all",NA,0.2,329.02464210759,414.25,1142.64791499319,4460,NA,0.961264100862641,0.00203000034924737,0.00203000034924737,0.813332378313285,0.961888380539936,NA,0.820041560437258,0,0.171755491914923,0,0.798702546013341,0,0.163185834526595,NA,0.802440673110068,0.00820294764781895,NA,0,0.963294101211888,0.963294101211888,2018
"PAN","country","4","all",NA,0.2,545.920108654165,700,1628.47376767024,5900,NA,0.961527372485977,0.0032282584004613,0.0032282584004613,0.872813428999307,0.959954743224589,NA,0.867230774607279,0,0.127876601023956,0,0.844466966048682,0,0.115487777175907,NA,0.861145756498804,0.00489262436876409,NA,0,0.964755630886439,0.964755630886439,2018
"PAN","country","5","all",NA,0.2,1391.20961725133,22000,3524.41014529918,80090,NA,0.976925116374083,0.00171247017302903,0.00171247017302903,0.92110103100076,0.972600477231536,NA,0.924368798271883,0,0.0700982714482543,0,0.906492174359019,0,0.0661083028725166,NA,0.916644561161512,0.00553293027986283,NA,0,0.978637586547112,0.978637586547112,2018
"PAN","urban","1","all",NA,0.0794604154930104,98.4738519955502,2000,401.684738933222,6000,NA,0.920942744268236,0.00577397098382613,0.00577397098382613,0.81040225467589,0.905736828480421,NA,0.723265839026641,0,0.260177608698099,0,0.679223834231882,0,0.22651299424854,NA,0.776477301842406,0.0165565522752597,NA,-1.11022302462516e-16,0.926716715252063,0.926716715252063,2018
"PAN","urban","2","all",NA,0.119028108928778,199.970277136438,257,810.92319015575,4482,NA,0.966014543875834,0.00449069300482987,0.00449069300482987,0.826071401542515,0.948777608943398,NA,0.820460465621099,0,0.172681391436479,0,0.784860530742932,0,0.163917078200467,NA,0.811850261787309,0.00685814294242145,NA,-1.11022302462516e-16,0.970505236880664,0.970505236880664,2018
"PAN","urban","3","all",NA,0.152007468657518,330.033947156879,414.25,1170.00793007769,4460,NA,0.972352941176471,0.000238623751387347,0.000238623751387347,0.820291452707833,0.963590455049945,NA,0.856903440621532,0,0.140083240843507,0,0.830849056603774,0,0.132741398446171,NA,0.809430874189394,0.00301331853496115,NA,0,0.972591564927858,0.972591564927858,2018
"PAN","urban","4","all",NA,0.163966034635367,548.170160822381,700,1671.1922456323,5900,NA,0.973414922079998,0.00156716379439223,0.00156716379439223,0.883018690955703,0.963573752068502,NA,0.894108185853254,0,0.103783360226002,0,0.871172949928086,0,0.0924008021404158,NA,0.87093496464507,0.00210845392074482,NA,1.11022302462516e-16,0.97498208587439,0.97498208587439,2018
"PAN","urban","5","all",NA,0.176999311687506,1403.6811714092,22000,3607.58565341457,80090,NA,0.982189681101299,0.00013496317433386,0.00013496317433386,0.934085490421699,0.975026992634867,NA,0.938731538965797,0,0.0573063278448309,0,0.920897119500251,0,0.0541298731346161,NA,0.929609603167251,0.00396213318937261,NA,0,0.982324644275633,0.982324644275633,2018
"PAN","rural","1","all",NA,0.12053958450699,74.4350897263233,2000,305.755613229897,6000,NA,0.740514967434427,0.0287326652853112,0.0287326652853112,0.729685926197235,0.781743478045641,NA,0.2567199643582,0,0.585855014249648,0,0.250553367230759,0,0.531190110814882,NA,0.70526508561487,0.157425021392152,NA,-1.11022302462516e-16,0.769247632719738,0.769247632719738,2018
