"iso","scope","quintile","gender","population","population_perc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","access_water_other_min","access_water_other_max","access_water_daily","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","access_water_piped_house_daily","access_water_piped_plot_daily","hygiene_defecation","access_latrines_unimproved_min","access_latrines_unimproved_exclusive_min","access_water"
"PRY","country","total","all",7044636,1,NA,NA,NA,NA,0.670239008818374,0.125081735703063,0.00837847717303448,0.188270245479562,NA,NA,0.0964396154789258,0.443954850105802,0.00803620891645703,0.440415240075923,NA,NA,NA,NA,NA,NA,0.012823991245198,0.00636630309415054,NA,0.983590990000999
"PRY","urban","total","all",NA,0.618789955932429,NA,NA,NA,NA,0.785542965078814,0.0760989381285878,8.12421181297326e-05,0.12866905099974,NA,NA,0.152588392347731,0.522640701193336,0.00410826620087852,0.307412789355805,NA,NA,NA,NA,NA,NA,0.00783524837008,0.00952286873304764,NA,0.990310954207142
"PRY","rural","total","all",NA,0.381210044067571,NA,NA,NA,NA,0.486189090973395,0.203268817584594,0.0216226491834587,0.283406573002414,NA,NA,0.006814089131351,0.318355305234057,0.0143060504513745,0.652715762296749,NA,NA,NA,NA,NA,NA,0.0207870980291603,0.0013277453086824,NA,0.972864481560403
"PRY","country","1","all",NA,0.2,227129.458973444,3350831.11111111,1060853.4317806,30157480,0.462754952062229,0.26690258683068,0.0171937183429812,0.240177844609262,NA,NA,0.024138476845152,0.245576496924747,0.0183214996382055,0.705454052098408,NA,NA,NA,NA,NA,NA,0.0217585473950796,0.00307242673661379,NA,0.969835383502171
"PRY","country","2","all",NA,0.2,518593.661008164,666666.666666667,2178770.93606877,13450236.0625,0.619177310293013,0.160508162010792,0.00727124741024065,0.202379732714068,NA,NA,0.0413080846026,0.38961933383421,0.0118616670081734,0.544629237529313,NA,NA,NA,NA,NA,NA,0.0129857933201284,0.011457550713749,NA,0.982065205017872
"PRY","country","3","all",NA,0.2,845655.891425597,1172790.875,3433773.23653307,12264042.125,0.688653604201043,0.109141359204551,0.00776477337597237,0.19020854693087,NA,NA,0.0729587649068596,0.477110390993545,0.00627089232412107,0.425412450334135,NA,NA,NA,NA,NA,NA,0.0163134082924599,0.00820498547300086,NA,0.988003510336464
"PRY","country","4","all",NA,0.2,1372212.04712394,1787167.875,5119380.73976728,18133692.875,0.781566415329667,0.0561823232609558,0.00398548670559555,0.152233686716934,NA,NA,0.10464595498611,0.558512387323544,0.00245478768637678,0.322861273314814,NA,NA,NA,NA,NA,NA,0.00790294234367028,0.00607744203186111,NA,0.989982425307557
"PRY","country","5","all",NA,0.2,4016921.3329086,132225386.666667,11402086.5245188,735200000,0.799861820725185,0.0320968278473887,0.00563805559583415,0.156165326100245,NA,NA,0.239522115791958,0.549691939826622,0.00123394661048513,0.20262597486047,NA,NA,NA,NA,NA,NA,0.00511775091906277,0.00304221860188725,NA,0.988123974672819
"PRY","urban","1","all",NA,0.06140606692855,266426.559681087,3350831.11111111,1375186.34470648,30157480,0.605420114813986,0.227055841347946,0,0.14051666293894,NA,NA,0.071078431372549,0.373918959218668,0.00837806605531947,0.528973756803101,NA,NA,NA,NA,NA,NA,0.0206422873331842,0.00538656527249692,NA,0.972992619100872
"PRY","urban","2","all",NA,0.101178154883166,521691.325136805,666666.666666667,2315433.10235115,8280000,0.723993774335602,0.108726022958465,0.000467456029917186,0.156411850010358,NA,NA,0.0741555247459536,0.482058718851758,0.0122229127822664,0.417225754702448,NA,NA,NA,NA,NA,NA,0.00725619246439632,0.0193038092354438,NA,0.989131647304425
"PRY","urban","3","all",NA,0.124838056407008,851059.375803982,1172790.875,3595971.40275838,12264042.125,0.782153661066892,0.0772097605202821,0,0.131652819793038,NA,NA,0.101898750730121,0.530142014000889,0.0030904827081172,0.343723573975433,NA,NA,NA,NA,NA,NA,0.0116427070710593,0.0125929542224973,NA,0.991016241380212
"PRY","urban","4","all",NA,0.141663610394571,1376862.08792804,1787167.875,5354730.49493413,18133692.875,0.826302607856006,0.0457336622385166,0,0.122807613098875,NA,NA,0.137785623222516,0.576802377773252,0.00204057000173505,0.271067659417174,NA,NA,NA,NA,NA,NA,0.00625749654875868,0.00808684303829932,NA,0.994843883193398
"PRY","urban","5","all",NA,0.164458537784613,3992891.06221761,132225386.666667,11363427.1706341,735200000,0.856804588367356,0.0264731873253517,0,0.10947869077311,NA,NA,0.285875621398278,0.548290792216699,0,0.160217544841328,NA,NA,NA,NA,NA,NA,0.00196527334700381,0.00365076819669119,NA,0.992756466465817
"PRY","rural","1","all",NA,0.13859393307145,210022.191705533,732738.829545455,924014.401529241,8060127.125,0.400648307422674,0.284249131803577,0.0246786861835059,0.283563500048684,NA,NA,0.00370403427347376,0.189704975495765,0.0226501898672552,0.782281490376813,NA,NA,NA,NA,NA,NA,0.0222444906040051,0.00206500924994324,NA,0.968460939274934
"PRY","rural","2","all",NA,0.098821845116834,515018.959907766,666666.666666667,2021062.94194653,13450236.0625,0.498219222587981,0.220264695244926,0.0151228154060234,0.255426620323544,NA,NA,0.00340217371315078,0.282944382122343,0.0114447897701847,0.691652720819464,NA,NA,NA,NA,NA,NA,0.0195977465962938,0.0024029767487479,NA,0.973910538156451
