"iso","scope","quintile","gender","population","population_perc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","access_water_other_min","access_water_other_max","access_water_daily","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","access_water_piped_house_daily","access_water_piped_plot_daily","hygiene_defecation","access_latrines_unimproved_min","access_latrines_unimproved_exclusive_min","access_water"
"SLV","country","total","all",6453553,1,NA,NA,NA,NA,0.375001069742962,0.416597489955114,0.0391274534554837,0.0391274534554837,0.52248332270722,0.8437351573164,0.38593972640254,0.19402409489048,0.0711282792970505,0.40319575012516,0.363326964796899,0.176117132575385,0.0554886371902559,0.304291059944117,0.259158604370542,0.253922212570763,0.0168404285818204,0,0,0.830726013153559
"SLV","urban","total","all",NA,0.727460051850508,NA,NA,NA,NA,0.550754720170383,0.336373624516151,0.0127550244248745,0.0127550244248745,0.613729483950576,0.893240479369855,0.601791720897213,0.177680397559203,0.0248305471509947,0.217933266848092,0.567013742161221,0.159601764676053,0.0187682763983029,0.166624972532581,0.385751593110326,0.227298389141495,0.00259461469549196,0,1.11022302462516e-16,0.899883369111408
"SLV","rural","total","all",NA,0.272539948149492,NA,NA,NA,NA,0.0720306881821943,0.554890237008805,0.084589182794571,0.084589182794571,0.365189950873267,0.758396125806395,0.0138463959160125,0.222197940523436,0.150937953460725,0.722557795299452,0.0122044674440695,0.204586910027565,0.118788498633426,0.541604748334761,0.0409331165463266,0.29981730449833,0.0413978682611001,0,0,0.711510107985571
"SLV","country","1","all",NA,0.2,45.6558707745303,71.0735626220703,191.879166427578,1395.37335205078,0.115678896457292,0.534700994589795,0.0762349467671152,0.0762349467671152,0.405628966391476,0.755342677503122,0.118749047263741,0.1719177477716,0.12103026558944,0.665348213402224,0.108677454984048,0.154587976668993,0.0943509760030808,0.492077245850081,0.0728599203579346,0.312976200982555,0.043984991562434,0,1.11022302462516e-16,0.726614837814202
"SLV","country","2","all",NA,0.2,91.6440499969941,112.173332214355,348.502303639589,1329.58999609947,0.246719560165687,0.494321570011686,0.0446198647445308,0.0446198647445308,0.478271682189759,0.809350757703385,0.256907842838386,0.199944378929241,0.0941680772491102,0.522134779481173,0.234031003398768,0.176128933920563,0.0729892849216091,0.399190820384053,0.165186557884688,0.299503421498079,0.0210129987512,1.11022302462516e-16,1.11022302462516e-16,0.785660994921903
"SLV","country","3","all",NA,0.2,136.645683688288,162.5,488.195168315865,1998.74998474121,0.358173147645424,0.439967476978462,0.0425741329645964,0.0425741329645964,0.514321095298337,0.843111190754475,0.373014450812942,0.210813904661544,0.0683384640896095,0.40483138043644,0.347231397553819,0.191990136109915,0.0541016183947642,0.303889657090741,0.243607059849314,0.265070649310357,0.0113402640890746,0,0,0.840714757588482
"SLV","country","4","all",NA,0.2,202.398484147306,252.366500854492,656.728541949602,3012,0.485351262158252,0.375775226450365,0.0190012382228427,0.0190012382228427,0.556716222323847,0.885225032961332,0.508278442353105,0.208682001374615,0.0454344878491026,0.278094687943775,0.47773472078476,0.190742479066546,0.0349938356292606,0.216747833110025,0.319731602495701,0.233072049593098,0.00494486832850614,0,0,0.88012772683146
"SLV","country","5","all",NA,0.2,426.539480673203,8666.66666666667,1120.04829758259,26000,0.669100381371117,0.238212530153993,0.0132062452863493,0.0132062452863493,0.657485411083832,0.925651352984911,0.672766999898372,0.178763031071316,0.0266665596901961,0.145552185796734,0.648978107265307,0.167137363136978,0.0210048299876442,0.109535882582626,0.494421177062105,0.158983081671186,0.00291778323357777,1.11022302462516e-16,0,0.920519156811459
"SLV","urban","1","all",NA,0.0688117978736666,50.325716806455,71.0114288330078,210.669041299116,1395.37335205078,0.270657398212512,0.503976166832175,0.0300536246276068,0.0300536246276068,0.528222442899702,0.817167825223436,0.338772591857001,0.19628997020854,0.0449652432969216,0.456381330685204,0.311134061569017,0.172885799404171,0.0321986097318769,0.333147964250248,0.173227408142999,0.354470705064548,0.00855610724925521,0,-1.11022302462516e-16,0.804687189672294
"SLV","urban","2","all",NA,0.104193065875981,92.6005981225749,112.138888885578,356.46499020363,1208.46403503418,0.405389176984344,0.428017765426891,0.0224300920527008,0.0224300920527008,0.561590948564623,0.849574473364266,0.469677195246011,0.194253529513932,0.0388854427710096,0.331191226459569,0.42816167530953,0.165794109619631,0.0264248318983699,0.255618688435104,0.278406073989529,0.282509986849614,0.0048780487804878,0,1.11022302462516e-16,0.855837034463936
