"iso","scope","quintile","gender","population","population_perc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","access_water_other_min","access_water_other_max","access_water_daily","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","access_water_piped_house_daily","access_water_piped_plot_daily","hygiene_defecation","access_latrines_unimproved_min","access_latrines_unimproved_exclusive_min","access_water","year"
"URY","country","total","all",3461734,1,NA,NA,NA,NA,0.942186378862738,0.00563657094004183,0.0471953338995349,0.0471953338995349,NA,0.980932882621925,0.633713684694319,0.358215131400802,NA,NA,0.623873991503763,0.352585791984418,NA,NA,NA,NA,0.0327387146047048,NA,NA,0.995018283702315,2018
"URY","urban","total","all",NA,0.954259917139792,NA,NA,NA,NA,0.987634402461126,0.00508007036140175,0.00483639451120147,0.00483639451120147,NA,0.980102343857084,0.718299294863008,0.274629346187234,NA,NA,0.707055938837362,0.269333203880538,NA,NA,NA,NA,0.0268671662021596,NA,NA,0.997550867333729,2018
"URY","rural","total","all",NA,0.0457400828602082,NA,NA,NA,NA,0.696038149246037,0.00865059930403403,0.276612965588349,0.276612965588349,NA,0.985431112256734,0.175594793143446,0.810918932852172,NA,NA,0.17335739141642,0.803484985178502,NA,NA,NA,NA,0.0645392447480345,NA,NA,0.98130171413842,2018
"URY","country","1","all",NA,0.2,6435.73114613531,9800,24321.963576915,88600,0.918685697986928,0.0173025393394745,0.0546916114621791,0.0546916114621791,NA,0.962506477906823,0.46919328467036,0.50806072560591,NA,NA,0.456639201680841,0.49380732194293,NA,NA,NA,NA,0.102228399946972,NA,NA,0.990679848788581,2018
"URY","country","2","all",NA,0.2,12229.4858829102,14940,36064.2729682749,145344,0.920533472593247,0.00797798622130275,0.0645429529796935,0.0645429529796935,NA,0.978777592544238,0.544507602386165,0.446518167393095,NA,NA,0.533810030730914,0.440829935525338,NA,NA,NA,NA,0.0369654729146163,NA,NA,0.993054411794243,2018
"URY","country","3","all",NA,0.2,17963.9660590843,21612,47448.0724798853,168400,0.935625404299943,0.00237055370509508,0.0577008843370686,0.0577008843370686,NA,0.983731572962831,0.619104252130485,0.375592136190319,NA,NA,0.609867128455886,0.370421114803103,NA,NA,NA,NA,0.0177269202489483,NA,NA,0.995696842342107,2018
"URY","country","4","all",NA,0.2,26833.9990309627,33500,64292.0534229879,214833.328125,0.958361456625848,0.00046202551987915,0.0390070067174493,0.0390070067174493,NA,0.987569504708643,0.709843955902677,0.287866004564009,NA,NA,0.699683412078552,0.285949603059814,NA,NA,NA,NA,0.00479703018031048,NA,NA,0.997830488863176,2018
"URY","country","5","all",NA,0.2,57352.747829694,1816916,113258.059312837,3626400,0.977730190998867,6.82999734835397e-05,0.0200319804581723,0.0200319804581723,NA,0.992081220721408,0.825943544045448,0.173015885770303,NA,NA,0.819394781882026,0.171898980321572,NA,NA,NA,NA,0.00196864629452556,NA,NA,0.997830471430523,2018
"URY","urban","1","all",NA,0.158123404216965,6401.52681354175,9800,24152.0652857431,88600,0.969018440918116,0.0171649066214788,0.00772242156357345,0.00772242156357345,NA,0.958162135124513,0.540401075932892,0.435048462916554,NA,NA,0.525282891748289,0.419680180479066,NA,NA,NA,NA,0.0946239083721666,NA,NA,0.993905769103168,2018
"URY","urban","2","all",NA,0.15835666205318,12245.1419183495,14940,36280.1075485945,145344,0.983419877926574,0.00726266030994099,0.00609354913809683,0.00609354913809683,NA,0.977488283582845,0.641781300294555,0.350738412640572,NA,NA,0.628890710880326,0.345171216584171,NA,NA,NA,NA,0.029308756693288,NA,NA,0.996776087374611,2018
"URY","urban","3","all",NA,0.163117886826599,17989.5648663536,21612,47916.6684008041,168400,0.990139089197976,0.00233200518223374,0.00576890170867046,0.00576890170867046,NA,0.982409738688308,0.717939817644039,0.278139284753966,NA,NA,0.707179349287443,0.27328949619888,NA,NA,NA,NA,0.0138258085017967,NA,NA,0.99823999608888,2018
"URY","urban","4","all",NA,0.176313322961515,26887.9916623273,33500,64565.3540534304,214833.328125,0.995293656687518,0.000282471718658168,0.00320742080540888,0.00320742080540888,NA,0.987051860896347,0.784082263054066,0.214810630048612,NA,NA,0.772819842271437,0.213284371568766,NA,NA,NA,NA,0.0034352205785203,NA,NA,0.998783549211585,2018
"URY","urban","5","all",NA,0.186876824206708,57754.2851443231,1816916,114280.850540022,3626400,0.997446691641885,0,0.00205981178469817,0.00205981178469817,NA,0.992194171590904,0.87110298629796,0.1284850513451,NA,NA,0.864108208779089,0.127944350751617,NA,NA,NA,NA,0.00134746020915672,NA,NA,0.999506503426583,2018
"URY","rural","1","all",NA,0.0418765957830354,6562.1729471679,9798,24950.0198580709,86584,0.732622641509434,0.017811320754717,0.228320754716981,0.228320754716981,NA,0.978566037735849,0.205962264150943,0.777962264150943,NA,NA,0.20288679245283,0.767830188679245,NA,NA,NA,NA,0.130339622641509,NA,NA,0.978754716981132,2018
"URY","rural","2","all",NA,0.0416433379468201,12169.242968378,14908.3334960938,35233.7623178819,127800,0.678552649516057,0.010730491343551,0.289450622212701,0.289450622212701,NA,0.983738729089174,0.170207793725292,0.81506942686323,NA,NA,0.167948742916123,0.80891546086584,NA,NA,NA,NA,0.0664277785351224,NA,NA,0.978733763072309,2018
