"iso","scope","quintile","gender","population","population_perc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","access_water_other_min","access_water_other_max","access_water_daily","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","access_water_piped_house_daily","access_water_piped_plot_daily","hygiene_defecation","access_latrines_unimproved_min","access_latrines_unimproved_exclusive_min","access_water_ub","access_water_lb","year"
"NIC","country","total","all",6545502,1,NA,NA,NA,NA,0.388510074422342,0.260731855049192,0.106819762671152,0.279673622173095,NA,NA,0.238002798421808,0.114041335344483,0.220671906220462,0.220671906220462,NA,NA,NA,NA,NA,NA,0.0773738261056201,0.349910133907627,NA,0.928915551644629,0.756061692142686,2014
"NIC","urban","total","all",NA,0.587600003788861,NA,NA,NA,NA,0.584735625875762,0.305372860342144,0.00754822838666433,0.0656642964858336,NA,NA,0.406868833756329,0.161905062153233,0.161116355152554,0.161116355152554,NA,NA,NA,NA,NA,NA,0.0317127151954934,0.23839703374239,NA,0.95577278270374,0.89765671460457,2014
"NIC","rural","total","all",NA,0.412399996211139,NA,NA,NA,NA,0.116530242317255,0.198856869683376,0.244415784328498,0.576302782026221,NA,NA,0.0039448197419146,0.0476994737217475,0.303219304662711,0.303219304662711,NA,NA,NA,NA,NA,NA,0.140662736174073,0.504473665699554,NA,0.891689894026852,0.559802896329128,2014
"NIC","country","1","all",NA,0.2,288.077108207532,681.944458007812,1719.17527429389,7690,0.223339886024616,0.217434678838116,0.210503352615914,0.451395748764716,NA,NA,0.108305903150025,0.0706482985857302,0.245042492898453,0.245042492898453,NA,NA,NA,NA,NA,NA,0.10480896860341,0.471194336762382,NA,0.892170313627449,0.651277917478646,2014
"NIC","country","2","all",NA,0.2,980.49372654736,1290,5898.51828180924,19135.939453125,0.3111446949488,0.263829612280355,0.129618465376953,0.345876582534918,NA,NA,0.13207587605038,0.0678877327179196,0.279238863130514,0.279238863130514,NA,NA,NA,NA,NA,NA,0.108128543229329,0.412668984871857,NA,0.920850889764073,0.704592772606108,2014
"NIC","country","3","all",NA,0.2,1639.93720620154,2037.75,9193.80924791942,34388.166015625,0.367712208958014,0.273726761807917,0.0977028939857647,0.288194331817767,NA,NA,0.209117596332794,0.105671326551483,0.246812612756109,0.246812612756109,NA,NA,NA,NA,NA,NA,0.0826268483526728,0.355771616006941,NA,0.929633302583698,0.739141864751695,2014
"NIC","country","4","all",NA,0.2,2556.17296581759,3237.12125651042,13975.4175154577,51009.1671524048,0.435601044588426,0.317228959762297,0.044359810324224,0.183118742019854,NA,NA,0.289217353024501,0.122504838358093,0.207955389941742,0.207955389941742,NA,NA,NA,NA,NA,NA,0.0660222143146332,0.314300204361032,NA,0.935948746370577,0.797189814674947,2014
"NIC","country","5","all",NA,0.2,7695.61803890871,4e+05,32849.489325734,1200000,0.604812701806279,0.231478381848853,0.0518514800012385,0.129702706236535,NA,NA,0.451322584479767,0.203498780838671,0.124330559101973,0.124330559101973,NA,NA,NA,NA,NA,NA,0.0252797528787123,0.195568322700876,NA,0.965993789891667,0.888142563656371,2014
"NIC","urban","1","all",NA,0.0784279824770132,238.038447336201,681.944458007812,1384.92051627603,7690,0.532469740796229,0.320356437819249,0.0191525194555934,0.0893359827118368,NA,NA,0.328421611016251,0.159934213426488,0.184495347393996,0.184495347393996,NA,NA,NA,NA,NA,NA,0.0374147655697508,0.289734062593515,NA,0.942162161327314,0.871978698071071,2014
"NIC","urban","2","all",NA,0.0944777798404245,996.277285193909,1290,5933.79319864064,19135.939453125,0.4891866855001,0.365439087937482,0.013113184726852,0.0838543981476901,NA,NA,0.280325322460507,0.127982020916552,0.213704840559278,0.213704840559278,NA,NA,NA,NA,NA,NA,0.0490832923471902,0.328904523716473,NA,0.938480171585272,0.867738958164434,2014
"NIC","urban","3","all",NA,0.116669815442962,1658.39279079801,2037.75,9429.98481267818,31800,0.539416129491458,0.339155192747017,0.00667283707925902,0.0730448440722772,NA,NA,0.345417964602884,0.143465146126174,0.192964709940518,0.192964709940518,NA,NA,NA,NA,NA,NA,0.0397525396115816,0.278399639718842,NA,0.951616166310752,0.885244159317734,2014
"NIC","urban","4","all",NA,0.137931000441191,2563.50263462634,3237.12125651042,13964.3021058628,51009.1671524048,0.582788029231186,0.321525300919857,0.00531691820750941,0.0549724410116877,NA,NA,0.419945693826295,0.141463642833723,0.15763530372808,0.15763530372808,NA,NA,NA,NA,NA,NA,0.0312445516787848,0.249710807933118,NA,0.95928577116273,0.909630248358552,2014
"NIC","urban","5","all",NA,0.161569015890147,7898.82345335087,4e+05,34259.9234285935,853033.1875,0.693224138139741,0.227811471721573,0.00243955249304319,0.0498357897348534,NA,NA,0.542134753515708,0.212145990578587,0.102252673893679,0.102252673893679,NA,NA,NA,NA,NA,NA,0.0142654324564765,0.12920114955555,NA,0.970871399596167,0.923475162354357,2014
"NIC","rural","1","all",NA,0.121572017522987,311.27159049456,681.722229003906,1874.1127951867,7270.83325195312,0.0800485425706249,0.169727228757146,0.299200440688628,0.619221759379848,NA,NA,0.00627539717129843,0.0292614881836645,0.273107986048727,0.273107986048727,NA,NA,NA,NA,NA,NA,0.136048286788445,0.555306841807865,NA,0.868997530707619,0.548976212016398,2014
