"iso","scope","quintile","gender","population","population_perc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","access_water_other_min","access_water_other_max","access_water_daily","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","access_water_piped_house_daily","access_water_piped_plot_daily","hygiene_defecation","access_latrines_unimproved_min","access_latrines_unimproved_exclusive_min","access_water_ub","access_water_lb","year"
"ECU","urban","3","all",NA,0.144391145234764,186.029069004921,227.5,709.528235298453,3066,0.858222379684837,0.0850717479024736,0.00466917234946168,0.0322487308314881,NA,0.898084479730744,0.800335234272294,0.172367588129315,0.0156179691267224,0.0156179691267224,0.732141743109167,0.151544874505952,0.0133644408589477,0.0133644408589477,NA,NA,0.00320957014577516,0.00846963832589309,0.00103342125667749,0.975542858418799,0.947963299936773,2017
"ECU","urban","4","all",NA,0.153102534426951,294.061812709309,380,1005.17652809116,3526,0.908772633618821,0.0547320575661785,0.0066228489002857,0.0242735463364855,NA,0.914813798064255,0.86217660427251,0.121825083496632,0.00811842392038476,0.00811842392038476,0.803307699320235,0.104145864748261,0.00706928931250658,0.00706928931250658,NA,NA,0.000645928038782553,0.00723396027169088,0.00029094468325308,0.987778237521485,0.970127540085285,2017
"ECU","urban","5","all",NA,0.172529414790339,741.36786155011,50260,1863.51413872591,50260,0.947369783508466,0.0302549751803357,0.00434368071814529,0.0151902530922548,NA,0.939621984125577,0.905554369537851,0.0861149556734898,0.00351607994809533,0.00351607994809533,0.860173336021439,0.0759538843053991,0.00349476379873912,0.00349476379873912,NA,NA,0.000457168964177091,0.00435742587638699,-1.11022302462516e-16,0.992815011781056,0.981968439406947,2017
"ECU","rural","1","all",NA,0.113389554086454,53.8983797171841,91.2,240.315588790429,1721,0.250772415893075,0.195751817351461,0.0170472719026428,0.351081527489835,NA,0.753992511541557,0.190883631879282,0.392608286590046,0.21121958313266,0.21121958313266,0.166691406152759,0.352666004132375,0.195389961662709,0.195389961662709,NA,NA,0.131576809718505,0.0737116886795075,0.039245139593714,0.797605760734371,0.463571505147179,2017
"ECU","rural","2","all",NA,0.0760328551374444,117.389052280718,150,459.329608836246,1899,0.339176234888734,0.189507560697984,0.016911357920926,0.348869767991351,NA,0.839294508993619,0.246633797833153,0.486565952710279,0.179894115371766,0.179894115371766,0.212951894345075,0.436848142548172,0.16656476224893,0.16656476224893,NA,NA,0.0482558983106269,0.0386502357741745,0.0229297098514423,0.87755356357807,0.545595153507645,2017
"ECU","rural","3","all",NA,0.0556088547652362,183.411294120949,227.5,680.405278628592,2490,0.408493113131985,0.164691755628077,0.00934622652796183,0.32243692951592,NA,0.856242273397598,0.31256669490086,0.467448249392643,0.134652362549272,0.134652362549272,0.277834200856507,0.43356435576451,0.125588410277114,0.125588410277114,NA,NA,0.0485702358272387,0.0367624573299863,0.0192553064994658,0.895621798275982,0.582531095288024,2017
"ECU","rural","4","all",NA,0.0468974655730494,287.84030707984,380,930.836802071402,3153,0.538924082824397,0.100479525937065,0.0118168051154246,0.270275050766425,NA,0.872269764150264,0.442326583828968,0.367992767242086,0.123121286556543,0.123121286556543,0.412755129079953,0.333096397693109,0.110720931498721,0.110720931498721,NA,NA,0.0260878837227232,0.0404714786496803,0.0156973058784802,0.909678659527887,0.651220413876886,2017
"ECU","rural","5","all",NA,0.0274705852096615,742.123154921443,23400,1747.84788486485,23400,0.616902678314249,0.0713576750871532,0.00513470108116429,0.219759223926821,NA,0.884239742595425,0.51882534616074,0.360353025944838,0.0821859553363152,0.0821859553363152,0.470750267177022,0.330253047030573,0.0764576108455505,0.0764576108455505,NA,NA,0.0210758550378146,0.0175598175202919,0.00677881754228005,0.908019577328223,0.693395054482567,2017
"ECU","country","total","male",NA,NA,NA,NA,NA,NA,0.704349001086427,0.102730777213243,0.00800413772527514,0.129106314905025,NA,0.879957029019906,0.645839947904322,0.240106487662754,0.0672071817795858,0.0672071817795858,0.592437943387925,0.215457371852896,0.0621165672305039,0.0621165672305039,NA,NA,0.0238755694128693,0.0229708132404696,0.00994514654858059,0.936186093204694,0.815083916024945,2017
"ECU","country","total","female",NA,NA,NA,NA,NA,NA,0.759228427480122,0.108913082021945,0.00834426986663937,0.0889687460538688,NA,0.866148704404486,0.698401580291468,0.215439462009434,0.0459919979479741,0.0459919979479741,0.635917989650324,0.184310613305758,0.0404081959820203,0.0404081959820203,NA,NA,0.0232030296303105,0.0169639301208132,0.00551190546638392,0.957110255555935,0.876485779368706,2017
